,entity,number,gender
1236,Dnipro Chersoń,Sing,Masc
1237,Lotnik Warszawa,Sing,Masc
1238,HK Vitez Belgrad,Sing,Neut
1239,Stal Mielec,Sing,Masc
1240,Związek Harcerstwa Polskiego w Niemczech,Sing,Masc
1241,Matthew Shepard Foundation,Sing,Fem
1242,Centrum im.,Sing,Neut
1243,Profesora Bronisława Geremka,Plur,Neut
1244,Bronowianka Kraków,Sing,Masc
1245,BK Równe,Sing,Masc
1246,Warszawskie Towarzystwo Prasy Lokalnej,Sing,Fem
1247,Spójnia Stargard – statystyka,Sing,
1248,Jenisiej Krasnojarsk,Sing,Masc
1249,Kentucky Colonels,Sing,Masc
1250,Łehenda-SzWSM Czernihów,Sing,Fem
1251,Polish Women’s Alliance of America,Sing,Masc
1252,Turun Palloseura,Sing,Masc
1253,HSC Csíkszereda,Sing,Masc
1254,Fundacja Rodziny Nissenbaumów,Sing,Fem
1255,Fundacja Rozwoju Społeczeństwa Obywatelskiego,Sing,Fem
1256,Saryarka Karaganda,Sing,Fem
1257,Gwardia Ludowa WRN,Sing,Fem
1258,CSKA Moskwa,Sing,Fem
1259,Ustawa o fundacjach,Sing,Fem
1260,Ford Foundation,Sing,Fem
1261,Stefan Arski,Sing,Masc
1262,Instytut Ochrony Roślin,Sing,Masc
1263,BIPA-Odesa,Sing,Fem
1264,Kelowna Rockets,Sing,Fem
1265,Dom św.,Sing,Masc
1266,Kazimierza,,
1267,Polska Narodowa „Spójnia”,Sing,Fem
1268,w Ameryce,Sing,Fem
1269,Austin Spurs,Sing,Masc
1270,Utah Stars,Sing,Fem
1271,Fundacja Aparat Caffe,Sing,Fem
1272,CSK WWS Samara,Sing,Masc
1273,Spirits of St.,Sing,Masc
1274,Louis,Sing,Masc
1275,Polska Fundacja Upowszechniania Nauki,Sing,Fem
1276,ŁKH Łódź,Sing,
1277,Karpaty Lwów,Sing,Masc
1278,Hamilton Bulldogs,Sing,Masc
1279,Instytut Mechanizacji Budownictwa i Górnictwa Skalnego,Sing,Masc
1280,POLPAN,Sing,Masc
1281,Polskie Towarzystwo Psychoonkologiczne,Sing,Neut
1282,EHC Arosa,Sing,Masc
1283,Proch Pionki,Sing,Masc
1284,Dallas Wings,Sing,Neut
1285,Admirał Władywostok,Sing,Masc
1286,Instytut Sobieskiego,Sing,Masc
1287,Fundacja Aeris Futuro,Sing,Fem
1288,Łokomotiw Jarosław,Sing,Masc
1289,Rada Polonii Belgijskiej,Sing,Fem
1290,Wilkes-Barre/,Sing,Masc
1291,Scranton Penguins,Sing,Masc
1292,Fundacja Rodzić po Ludzku,,
1293,Hapoel Afula B.C.,Sing,Masc
1294,Nürnberg Ice Tigers,Sing,Masc
1295,Grand Rapids Gold,Sing,Masc
1296,Stiftung Warentest,Sing,Masc
1297,Moskiewska Szkoła Edukacji Obywatelskiej,Sing,Fem
1298,Herlev Eagles,Sing,Masc
1299,Fundacja Miasto Kotów,Sing,Fem
1300,Fundacja Generał Elżbiety Zawackiej w Toruniu,Sing,Masc
1301,Fundacja Młoda Demokracja,Sing,Fem
1302,FC Barcelona,Sing,Masc
1303,Metal Tarnów,Sing,Masc
1304,Rzecznik Praw Pacjenta Szpitala Psychiatrycznego,Sing,Masc
1305,Centrum Badania Opinii Społecznej,Sing,Neut
1306,Fundacja im.,Sing,
1307,Kieleckiej Szkoły Krajobrazu,Sing,Fem
1308,WKS Kielce,Plur,Neut
1309,HC Topoľčany,Sing,Masc
1310,Olympiakos BC,Sing,Neut
1311,Junak Drohobycz,Sing,
1312,Parada Schumana,Sing,Masc
1313,ASA Târgu Mureș,Sing,Masc
1314,Los Angeles Lakers,Sing,Masc
1315,Stowarzyszenie Naukowców Polaków Litwy,Sing,Masc
1316,Brampton Beast,Sing,Masc
1317,Chicago Blackhawks,Sing,Neut
1318,EC Red Bull Salzburg,Sing,Masc
1319,Klub Polski w RFN,Sing,Masc
1320,EHC Visp,Sing,Masc
1321,Charlotte Checkers,Sing,Neut
1322,Dinamo Sankt Petersburg,Sing,Masc
1323,Pogoń Puławy,Sing,Fem
1324,Ładja Togliatti,Sing,
1325,Dinamo-Eniergija Jekaterynburg,,
1326,Związek Harcerstwa Rzeczypospolitej w Kanadzie,Sing,Masc
1327,Henryk Bieniewski,Sing,Masc
1328,Montepaschi Siena,,
1329,Fundacja Grupy PKP,Sing,Fem
1330,Cleveland Cavaliers,Sing,Neut
1331,Washington Capitols,Sing,Masc
1332,Cunami Iwano-Frankiwsk,Sing,Masc
1333,Centrum Informacji Kulturalnej w Łodzi,Sing,Neut
1334,Pafawag Wrocław,Sing,Masc
1335,AZS Wilno,Sing,Masc
1336,Fundacja „Strumień Życia”,Sing,Fem
1337,Binghamton Senators,Sing,Masc
1338,IK Pantern,Sing,Masc
1339,Virtus Rzym,Sing,Masc
1340,Fundacja Lotto,Sing,Fem
1341,Basket 25 Bydgoszcz,Sing,
1342,5 Batalion 14 Środkowobośniackiej Brygady NOVJ,Sing,Fem
1343,Quad City Flames,Sing,Masc
1344,Lwiwianka Lwów,Sing,Masc
1345,Polskie Stowarzyszenie Rzeczoznawców i Biegłych Sądowych,Sing,Masc
1346,AIK Ishockey,Sing,Masc
1347,Obywatelski Komitet Ratowania Krakowa,Sing,Masc
1348,HC Slovan Ústí nad Labem,Sing,Masc
1349,Niezależna Agencja Fotograficzna Dementi,Sing,
1350,Związek Polaków w Niemczech,Sing,Masc
1351,Fundacja Warszawskie Szpitale Polowe,Sing,Fem
1352,Iowa Wild,Sing,Masc
1353,Centrum Dialogu,Sing,Neut
1354,Rögle BK,Sing,Neut
1355,Związek Polaków na Litwie,Sing,Fem
1356,Sputnik Niżny Tagił,Sing,Masc
1357,Carolina Hurricanes,Plur,Neut
1358,KK Zagreb,Sing,Masc
1359,Athletic Club Femenino,Sing,Masc
1360,Orli Znojmo,Plur,Masc
1361,Barys Nur-Sułtan,Sing,Fem
1362,Kristałł Elektrostal,Sing,Masc
1363,Connecticut Sun,Sing,Masc
1364,Fundacja Centrum Europejskie Natolin,Sing,Fem
1365,Polskie Towarzystwo Psychiatryczne,Sing,Neut
1366,Karlskrona HK,Sing,Fem
1367,Związek Polaków na Ukrainie,Sing,Fem
1368,Związek Zawodowy Anestezjologów,Sing,Masc
1369,Stal Stalowa Wola,Sing,Fem
1370,Fundacja Książąt Czartoryskich,Sing,Fem
1371,Stowarzyszenie Gejów i Lesbijek Psychiatrów,Sing,Masc
1372,HK Orenburg,Sing,Masc
1373,Związek Śpiewaków Polskich w Ameryce,Sing,Masc
1374,San Antonio Rampage,Sing,Masc
1375,1.,Sing,Masc
1376,FC Katowice,Sing,Masc
1377,Narvik IK,Sing,Masc
1378,SMO MHK Atłant Mytiszczi,Sing,Masc
1379,SKKH Atomówki GKS Tychy,Sing,Masc
1380,MHC Martin,Sing,Masc
1381,Dundee Stars,,
1382,Klub Polski – Stowarzyszenie Polaków i Ich Przyjaciół na Słowacji,Sing,Masc
1383,Rochester Americans,Sing,Masc
1384,HC Kladno,Sing,Masc
1385,Olimpija Lublana,Sing,Fem
1386,OIC Poland,Sing,Masc
1387,Indiana Pacers,Sing,Neut
1388,1.,Sing,Masc
1389,FFC Turbine Potsdam,Sing,Masc
1390,Fundacja Przeciwko Leukemii,Sing,Fem
1391,HK Budapest Stars,Sing,Masc
1392,Wschodnia Fundacja Kultury „Akcent”,Sing,Fem
1393,Małopolski Instytut Samorządu Terytorialnego i Administracji,Sing,Masc
1394,HK Novi Sad,Sing,Masc
1395,Polskie Towarzystwo Pielęgniarskie,Sing,Neut
1396,ASC Corona 2010 Braszów,Plur,Masc
1397,CH Madrid,Sing,Masc
1398,Stowarzyszenie Network PL,Sing,Masc
1399,Stowarzyszenie Dwie Kreski,Sing,Masc
1400,SC Riessersee,Sing,Masc
1401,Czarna Trzynastka Poznań,Sing,
1402,Worcester Sharks,Sing,Masc
1403,AZS Politechnika Poznańska,Sing,Fem
1404,Dinamo Moskwa,Sing,Masc
1405,Polonia Warszawa,Sing,Fem
1406,München Barons,Sing,Masc
1407,EHC Chur,Sing,Masc
1408,MacArthur Fellowship,Sing,Masc
1409,Wytiaź Charków,Sing,Masc
1410,BTH Bydgoszcz,Sing,Fem
1411,KH Gdańsk,Sing,Masc
1412,Polskie Towarzystwo Endokrynologiczne,Sing,Neut
1413,Fundacja Rozwoju Obrotu Bezgotówkowego,Sing,Fem
1414,SMS PZHL Katowice,Sing,Masc
1415,Polskie Towarzystwo Badań nad Dziećmi,Sing,
1416,Patriot Winnica,Sing,Masc
1417,Gwardia Katowice,Sing,Masc
1418,Prince George Cougars,Sing,Masc
1419,Chelsea F.C.,Sing,
1420,Women,Sing,Masc
1421,Esbjerg Energy,Sing,Masc
1422,Beşiktaş JK,Sing,Masc
1423,HC Gherdëina,Sing,Masc
1424,Grembach Łódź,Sing,
1425,Los Angeles Kings,Sing,Masc
1426,Podił Kijów,Sing,Masc
1427,Eniergija Woroneż,Sing,Fem
1428,Toledo Walleye,Sing,Masc
1429,Anwil Włocławek,Sing,Masc
1430,Alina Kijów,Sing,Masc
1431,AZS Lwów,Sing,Masc
1432,TSG 1899 Hoffenheim,Sing,Masc
1433,Plymouth Whalers,Sing,Fem
1434,Bobry Bytom,Sing,Masc
1435,New Jersey Devils,Sing,Fem
1436,Fundacja Kościuszkowska,Sing,Fem
1437,HC Litvínov,Sing,Masc
1438,Polska Biblioteka Internetowa,Sing,Fem
1439,Wspólnota Młodej Polonii,Sing,Fem
1440,Polskie Towarzystwo Artystyczne „Ars Musica”,Sing,Neut
1441,Fundacja Kobieca eFKa,Sing,Fem
1442,Tulsa Oilers,Sing,Masc
1443,Jermak Angarsk,Sing,Masc
1444,Dynamo Charków,Plur,Masc
1445,Pogoń Prudnik,Sing,Masc
1446,Umana Wenecja,Sing,Fem
1447,CJM Bourges Basket,Sing,
1448,Szkoła Edukacji PAFW i UW,Sing,Fem
1449,Polskie Towarzystwo Historyczne w Wielkiej Brytanii,Sing,Neut
1450,Seattle Storm,Sing,
1451,UMKS Kielce,Plur,Neut
1452,Naftochimik Kałusz,Sing,Masc
1453,Kongres Polaków w Republice Czeskiej,Sing,Fem
1454,Indiana Fever,Sing,Masc
1455,Zjednoczenie Polskie w Wielkiej Brytanii,Sing,Neut
1456,Boruta Zgierz,Sing,Masc
1457,Fundacja Avalon,Sing,Fem
1458,MHK Humenné,Sing,Masc
1459,GKS Jastrzębie,Sing,Neut
1460,Newfoundland Growlers,Sing,Neut
1461,Towarzystwo Miłośników Braniewa,Plur,Masc
1462,MAC Budapeszt,Sing,Masc
1463,Manchester Storm,Sing,Masc
1464,Czesław Nusbaum,Sing,Masc
1465,SV Neulengbach,Sing,Masc
1466,Zakłady Konstrukcyjno-Mechanizacyjne Przemysłu Węglowego,Plur,Masc
1467,Instytut Nowych Syntez Chemicznych,Plur,Neut
1468,Górnik Wojkowice,Sing,Masc
1469,SKA-Sieriebrianyje Lwy Sankt Petersburg,Sing,
1470,Związek Syndykalistów Polskich,Sing,Masc
1471,Rossijanka Krasnoarmiejsk,Sing,Fem
1472,Decka Pelplin,Sing,Fem
1473,Bergen IK,Sing,Masc
1474,Mietałłurg Magnitogorsk,Sing,Masc
1475,Espoon Palloseura,Sing,Masc
1476,Fundacja Solo Dios Basta,Sing,Fem
1477,Związek Polaków w Łotwie,Sing,Fem
1478,Las Vegas Wranglers,Sing,Masc
1479,Stilon Gorzów Wielkopolski,Plur,Masc
1480,Crvena zvezda Belgrad,Sing,Fem
1481,Sudbury Wolves,Sing,Masc
1482,Tønsberg Vikings,Sing,Masc
1483,Heifer Poland,Sing,Masc
1484,Fundacja Promocji i Akredytacji Kierunków Ekonomicznych,Sing,Fem
1485,CA River Plate Femenino,Sing,Masc
1486,Sparta Praga,Sing,Fem
1487,Oklahoma City Blue,Sing,Fem
1488,Södertälje SK,Sing,
1489,Berkut Kijów,Sing,Masc
1490,Iowa Wolves,Sing,Fem
1491,Fundacja na rzecz Wielkich Historii,Sing,Fem
1492,St.,Sing,Masc
1493,Louis Blues,Sing,Masc
1494,GCK Lions,Sing,Masc
1495,CHH Txuri Urdin,Sing,Masc
1496,Tingsryds AIF,Sing,Masc
1497,Fundacja dobrowska,Sing,Fem
1498,EC Graz 99ers,,
1499,Fundacja Kultury Polskiej na Litwie im.,Sing,Fem
1500,Józefa Montwiłła,Sing,Fem
1501,Jertys Pawłodar,Sing,Masc
1502,Mora IK,Sing,Masc
1503,GTK Gliwice,Sing,Masc
1504,Sachalinskije Akuły Jużnosachalińsk,Sing,Masc
1505,Washington Mystics,Sing,Masc
1506,Brynäs IF,Sing,Masc
1507,Komitet Solidaritet med Polens Barn,Sing,Masc
1508,Fundacja im.,Sing,
1509,Karoliny i Janusza Rostworowskich,Sing,Fem
1510,Śmiałkowie Ludu,Plur,Masc
1511,VHK Vsetín,Sing,Masc
1512,Baltimore Bullets,Sing,Masc
1513,EV Landshut,Sing,Masc
1514,Mississauga IceDogs,Sing,Fem
1515,JYP-Akatemia,Sing,Fem
1516,Fundacja Beckley,Sing,Fem
1517,Zakład Systemów Sterowania,Sing,Masc
1518,Fundacja Klasyczne Jachty,Sing,Fem
1519,Fundacja „Żołnierzy Wyklętych”,Sing,Fem
1520,Fundacja Sue Ryder,Sing,Fem
1521,Alaska Aces,Sing,Fem
1522,Towarzystwo Bory Dolnośląskie im.,Sing,Neut
1523,Klausa Haenscha,Sing,Fem
1524,BIK Karlskoga,Sing,Masc
1525,Kanadyjsko-Polski Instytut Badawczy,Sing,Masc
1526,DVTK Jegesmedvék,Sing,Masc
1527,Arka Gdynia,Sing,Fem
1528,Alba Chorzów,Sing,Masc
1529,Dinamo-Juniors Ryga,Sing,Masc
1530,KK Krka Novo Mesto,Sing,Masc
1531,Polska Akcja Humanitarna,Sing,Fem
1532,Polskie Stowarzyszenie Studentów i Absolwentów Psychologii,Sing,Masc
1533,Konstanty Jagiełło,Sing,Masc
1534,Polonia Wilno,,
1535,Foundation for Medieval Genealogy,Sing,Masc
1536,EK Zell am See,Sing,Neut
1537,Chicoutimi Saguenéens,Plur,Masc
1538,Instytut Rybactwa Śródlądowego im.,Sing,
1539,Stanisława Sakowicza,Sing,Masc
1540,Zrzeszenie Amerykańsko Polskie,Sing,Masc
1541,Hapoel Migdal ha-Emek,Sing,Masc
1542,Next Century Foundation,Sing,Masc
1543,Kidprotect.pl,Sing,Masc
1544,Baloncesto Málaga,Sing,Masc
1545,Borås HC,Sing,Neut
1546,Fundacja Giordano Bruno,Sing,Fem
1547,Lechia Lwów,Sing,Masc
1548,HC Prievidza,Sing,Masc
1549,Fundacja Niemiecka,Sing,Fem
1550,Memphis Grizzlies,Sing,Masc
1551,Porozumienie bez barier,Sing,Neut
1552,Kongres Polonii Niemieckiej,Sing,Masc
1553,HK Kijów,Sing,Masc
1554,Slovan Bratysława,Sing,Masc
1555,Kongres Polonii Kanadyjskiej,Sing,Fem
1556,Lausanne HC,Sing,Neut
1557,Stawiński Basket Piła,Sing,Fem
1558,Boston Breakers,Sing,Masc
1559,KHL Zagreb,Sing,Masc
1560,Polskie Stowarzyszenie Paliw Alternatywnych,Sing,Masc
1561,Wikimedia RU,Sing,Fem
1562,MHK Dubnica nad Váhom,Sing,Masc
1563,Levante UD Femenino,Sing,Masc
1564,Forum Ekonomiczne,Sing,Neut
1565,New Orleans Buccaneers,Sing,Fem
1566,Basket Zaragoza 2002,Plur,Masc
1567,AFC Ajax,Sing,Masc
1568,Feminist Majority Foundation,Sing,Masc
1569,HK Aktobe,Sing,Masc
1570,HYC Herentals,Sing,Masc
1571,Fundacja Pomocy Wzajemnej „Barka”,Sing,Fem
1572,Fundacja Pomagam,Sing,
1573,Idaho Steelheads,Sing,Masc
1574,Monar,Sing,Masc
1575,San Jose Sharks,Sing,Masc
1576,Brampton Battalion,Sing,Masc
1577,Fundacja Shalom,Sing,Fem
1578,Fundacja Alexandra von Humboldta,Sing,Fem
1579,Instytut Agrofizyki im.,Sing,Masc
1580,Bohdana Dobrzańskiego Polskiej Akademii Nauk,Sing,Masc
1581,SMS PZHL Sosnowiec,Sing,Neut
1582,Chimki Moskwa,Plur,Masc
1583,Fundacja „Dom w Łodzi”,Sing,Fem
1584,Fundacja Nautilus,Sing,Fem
1585,Fundacja MaMa,Sing,Fem
1586,Polonijny Klub Podróżnika,Sing,Masc
1587,Fundacja Otwartego Muzeum Techniki,Sing,Fem
1588,Związek Polek w Ameryce,Sing,Masc
1589,Narodowy Instytut Raka,Sing,Masc
1590,Kalamazoo Wings,Sing,Masc
1591,Żubry Białystok,Sing,Masc
1592,Fundacja Warszawskie Hospicjum dla Dzieci,Sing,Fem
1593,Fife Flyers,Sing,Masc
1594,Skyliners Frankfurt,Sing,Masc
1595,Fundacja Chleb Świętego Antoniego,Sing,Fem
1596,SKA-Niewa,Sing,
1597,Ładomyr Włodzimierz Wołyński,Sing,Masc
1598,Tomasz Pilarski,Sing,Masc
1599,Włókniarz Łódź,Sing,
1600,Washington Wizards,Sing,Masc
1601,Fundacja Spełnionych Marzeń,Sing,Fem
1602,Towarzystwo Internistów Polskich,Sing,Neut
1603,Pelicans Lahti,Sing,Masc
1604,American Cancer Society,Sing,Masc
1605,Rosa Radom,Sing,Fem
1606,Cato Institute,Sing,Masc
1607,Bars Kazań,Sing,
1608,Fundacja Samotnie Ale Razem,,
1609,Liga Republikańska,Sing,Fem
1610,Vancouver Canucks,Sing,Masc
1611,LHT Lublin,Sing,Masc
1612,Philadelphia Flyers,Plur,Neut
1613,Dallas Mavericks,Sing,Fem
1614,Fundacja Biedronki,Sing,Fem
1615,Centralny Ośrodek Badania Odmian Roślin Uprawnych,Sing,Masc
1616,Wisła Zakopane,Sing,Fem
1617,HC Fassa,Sing,Masc
1618,Helsingin Jalkapalloklubi,Sing,Masc
1619,Skautafélag Akureyrar,Sing,Masc
1620,Fundacja Rozwoju Miasta Poznania,Sing,Fem
1621,Fundacja Wyspa Progress,Sing,Fem
1622,Espoon Jääklubi,Sing,Masc
1623,Fundacja Marka Kamińskiego,Sing,Fem
1624,Gyergyói HK,Sing,
1625,Czerkaśki Mawpy Czerkasy,Plur,Fem
1626,Benetton Treviso,Sing,Masc
1627,Canberra United FC,Sing,
1628,AZS Szczecin,Sing,Masc
1629,Stilon Gorzów Wielkopolski,Plur,Masc
1630,Fundacja „Krzyżowa”,Sing,Fem
1631,dla Porozumienia Europejskiego,Sing,Neut
1632,Polonia Przemyśl,Sing,
1633,Łódzkie Stowarzyszenie Inicjatyw Miejskich „Topografie”,Sing,Masc
1634,Lechia 06 Mysłowice,Sing,
1635,Kongres Polonii Amerykańskiej,Sing,Masc
1636,Amerykańskie Kolegium Położników i Ginekologów,Sing,Neut
1637,HC Milano Vipers,Sing,Masc
1638,Lillehammer IK,Sing,Masc
1639,Acroni Jesenice,Plur,Masc
1640,HC Kometa Brno,Sing,Masc
1641,Olimp Ryga,Sing,Masc
1642,Coventry Blaze,Sing,Masc
1643,AWF Mickiewicz Katowice,Sing,Masc
1644,Kansas City Mavericks,Sing,Masc
1645,Krasnyje Krylja Samara,Plur,Fem
1646,Fundacja Dajemy Dzieciom Siłę,Plur,
1647,Program Spraw Precedensowych,Sing,
1648,Witold Stanisław Michałowski,Sing,Masc
1649,Niezależny Komitet Historyczny Badania Zbrodni Katyńskiej,Sing,Masc
1650,Slavia Praga,Sing,Fem
1651,Włodzimierz Kaczanowski,Sing,Masc
1652,Red Deer Rebels,Sing,Masc
1653,Kryżani Wowky Kijów,Sing,Masc
1654,Rio Grande Valley Vipers,Sing,Masc
1655,Katolickie Stowarzyszenie Dziennikarzy,Sing,
1656,HC Lev Poprad,Sing,Masc
1657,Texas Legends,Sing,Masc
1658,Hockey Club Poznań,Sing,Masc
1659,Krylja Sowietow Moskwa,Sing,Fem
1660,HK Lida,Sing,Masc
1661,Tęcza Kielce,Sing,Masc
1662,Cincinnati Mighty Ducks,Sing,
1663,Tri-City Americans,Sing,Masc
1664,Wrocławska Fundacja Filmowa,Sing,Fem
1665,Sarnia Sting,Sing,Masc
1666,Boston Breakers,Sing,Masc
1667,Utah Jazz,Sing,Masc
1668,Detroit Red Wings,Sing,Neut
1669,Klub Studentów Polskich w Grodnie,Sing,Masc
1670,Hämeenlinnan Pallokerho,Sing,Masc
1671,Kingston Frontenacs,Sing,Masc
1672,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,Sing,Masc
1673,Związek Polskich Klubów Sportowych w Czechosłowacji,Sing,Masc
1674,Pogoń Katowice,Sing,
1675,HK Poprad,Sing,Masc
1676,Lwiwska Politechnika Lwów,Sing,Fem
1677,PSK Sachalin,Sing,Masc
1678,Amerykańskie Kolegium Reumatologiczne,Sing,Neut
1679,Fundacja Polsat,Sing,Fem
1680,CS Progym Gheorgheni,Sing,Masc
1681,Lech Poznań,Sing,Masc
1682,Fortuna Wyry,Sing,Fem
1683,Ius et Lex,Sing,Masc
1684,HK Nioman Grodno,Sing,Masc
1685,Fundacja Świętego Mikołaja,Sing,Fem
1686,Sanoczanka Sanok,Sing,Masc
1687,Bierkut Karaganda,Sing,Masc
1688,Arka Gdynia,Sing,Fem
1689,Golden State Warriors,Sing,Masc
1690,Färjestad BK,Sing,Neut
1691,Towarzystwo Samopomocy Lekarzy,Sing,Fem
1692,Kristałł Saratów,Sing,Masc
1693,Moncton Wildcats,Sing,Masc
1694,Polski Ruch Wolnościowy Niepodległość i Demokracja,Sing,Masc
1695,Din l-Art Ħelwa,Sing,Masc
1696,Stowarzyszenie Upamiętnienia Ofiar Zbrodni Ukraińskich Nacjonalistów,Sing,Masc
1697,Brygady Garibaldiego,Plur,Masc
1698,Winnyćki Hajdamaky,Sing,Masc
1699,Kiekko-Vantaa,Sing,Fem
1700,Dolmel Wrocław,Sing,Masc
1701,Fundacja Ekumeniczna „Tolerancja”,Sing,Fem
1702,Związek Polaków w Belgii,Sing,Masc
1703,Fundacja Pamięci Johna Simona Guggenheima,Sing,Fem
1704,Fundusz Kultury Narodowej,Sing,Masc
1705,Instytut Lecha Wałęsy,Sing,Masc
1706,USK Praha,Sing,Masc
1707,Kasa im.,Sing,Masc
1708,Józefa Mianowskiego,Sing,Fem
1709,Hershey Bears,Sing,Masc
1710,Iserlohn Roosters,Sing,Masc
1711,HC Nové Zámky,Sing,Masc
1712,AKS Zły,Sing,Masc
1713,Dinamo Moskwa,Sing,Masc
1714,Tytan Częstochowa,Sing,Masc
1715,Kölner Haie,Sing,Masc
1716,Nika Mikołajów,Sing,Fem
1717,Krajowe Centrum Kompetencji,Sing,Neut
1718,Paweł Jasienica,Sing,Masc
1719,Polska Fundacja Narodowa,Sing,Fem
1720,FC Zürich Frauen,Sing,Masc
1721,HC Martigny,Sing,Masc
1722,Fundacja Projekt Łódź,Sing,
1723,Dom Polski w Czerniowcach,Sing,Masc
1724,Rada Polonii Amerykańskiej,Sing,Fem
1725,Ośrodek Studiów nad Cyfrowym Państwem,Sing,Masc
1726,New York Liberty,Sing,Fem
1727,Kapitan Stupino,Sing,Masc
1728,Dąb Katowice,Sing,Masc
1729,Pogoń Women Szczecin,Sing,
1730,EHC St.,Sing,Masc
1731,Moritz,Sing,
1732,Quebec Bulldogs,Sing,Neut
1733,Tornado Kijów,Plur,Masc
1734,AZS Lublin,Sing,Fem
1735,Startup Poland,Sing,Masc
1736,Adirondack Thunder,Sing,Masc
1737,Debreceni HK,Sing,Neut
1738,Denver Nuggets,Sing,Masc
1739,Motor Barnauł,Sing,Masc
1740,Fundacja Współpracy Polsko-Niemieckiej,Sing,Fem
1741,HK Rostów,Sing,Masc
1742,1928 KTH,Sing,Fem
1743,Cracovia,Sing,Fem
1744,Toronto Marlies,Sing,Masc
1745,Ratujmy Ptaki,Plur,
1746,Dallas Stars,Sing,Neut
1747,CA Boca Juniors Femenino,Sing,Masc
1748,Gatineau Olympiques,Sing,Masc
1749,Związek Harcerstwa Polskiego na Litwie,Sing,Fem
1750,Drużba-78 Charków,Plur,Masc
1751,Lwowskie Towarzystwo Łyżwiarskie,Sing,Neut
1752,Zakłady Kórnickie,Plur,Masc
1753,Amerykańskie Towarzystwo Psychopatologiczne,Sing,Neut
1754,Kiekko-Laser,Sing,Masc
1755,Chicago Sky,Sing,Neut
1756,Sokoł Krasnojarsk,Sing,Masc
1757,Instytut Technologiczno-Przyrodniczy,Sing,
1758,Phoenix Mercury,Sing,Masc
1759,Olivia Gdańsk,Sing,
1760,Fundacja im.,Sing,
1761,Lesława A.,Sing,
1762,Pagi,Sing,Fem
1763,Polcul Foundation,Sing,Masc
1764,SMS Warszawa,Sing,Fem
1765,Polskie Towarzystwo Logopedyczne,Sing,Neut
1766,Maccabi Tel Awiw,Sing,Masc
1767,Fundacja 36,Sing,Fem
1768,Sparta Warriors,Sing,Fem
1769,Instytut Myśli Józefa Tischnera,Sing,Masc
1770,Górnik Murcki,Sing,Masc
1771,Akcja Demokracja,Sing,Fem
1772,SC Corinthians Paulista Feminino,Sing,Masc
1773,Fort Wayne Komets,Sing,Masc
1774,Joensuun Kiekko-Pojat,Sing,Masc
1775,Acadie-Bathurst Titan,Sing,Masc
1776,Skautafélag Reykjavíkur,Sing,Masc
1777,KS Odra Brzeg,Sing,Masc
1778,Phoenix Suns,Sing,Masc
1779,Almtuna IS,Sing,Fem
1780,Atlanta Knights,Sing,Fem
1781,Krasnojarskie Rysi Krasnojarsk,Sing,Masc
1782,Polskie Towarzystwo Alergologiczne,Sing,Neut
1783,Międzynarodowy Dom Spotkań Młodzieży w Oświęcimiu,Sing,
1784,Instytut Urologiczny Vattikuti,Sing,Masc
1785,PBK CSKA Moskwa,Sing,Masc
1786,MKS Dąbrowa Górnicza,Sing,Masc
1787,HK Witebsk,Sing,Masc
1788,Legia Warszawa,Sing,Fem
1789,HC Davos,Sing,Masc
1790,Glasgow City F.C.,Sing,Masc
1791,Związek Klubów Polskich,Sing,Masc
1792,Ruś Siedząca,Sing,Masc
1793,Hammarby IF,Sing,Masc
1794,Instytut Uprawy,Sing,Masc
1795,Fundacja Inna Przestrzeń,Sing,Fem
1796,Fundacja Sławek,Sing,Fem
1797,Fundacja Centrum Twórczości Narodowej,Sing,Fem
1798,Harmattan Gniewkowo,Sing,Masc
1799,Instytut Hodowli i Aklimatyzacji Roślin,Sing,Masc
1800,Mariusz Jaskólski,Sing,Masc
1801,BC Niżny Nowogród,,
1802,Fundacja Ważka,Sing,Fem
1803,EHC Biel,Sing,Masc
1804,Polska Macierz Szkolna na Białorusi,Sing,Fem
1805,Żydowski Związek Wojskowy,Sing,Masc
1806,Olimpija Kirowo-Czepieck,Sing,
1807,Houston Aeros,Sing,Masc
1808,Ałtaj Barnauł,Sing,Masc
1809,AZS Uniwersytet Jagielloński,Sing,Masc
1810,Mississauga Steelheads,Sing,Fem
1811,Instytut Europy Środkowej,Sing,Masc
1812,Savonlinnan Pallokerho,Sing,Masc
1813,Stockton Kings,Sing,Masc
1814,Polska Fundacja Katyńska,Sing,Fem
1815,Fundacja Stocznia,Sing,Fem
1816,Polska Rada Resuscytacji,Sing,Fem
1817,Spokane Chiefs,Sing,Masc
1818,Fundacja Ekorozwoju,Sing,Fem
1819,Shawinigan Cataractes,Sing,Masc
1820,GKK Gorzów Wielkopolski,Sing,Masc
1821,Washington Capitals,Sing,Masc
1822,Windsor Spitfires,Sing,Masc
1823,Junost' Mińsk,Sing,Masc
1824,Prydniprowśk Dniepropetrowsk,Sing,Masc
1825,Barakacity,Sing,Masc
1826,Concordia Piotrków Trybunalski,Sing,Fem
1827,Polska Misja Katolicka w Niemczech,Plur,Neut
1828,Post bellum,Sing,Masc
1829,Fundacja Krystyny Jandy na rzecz Kultury,Sing,Fem
1830,Polskie Towarzystwo Lekarskie,Sing,Neut
