,entity,number,gender
1710,Первая великая ложа,Sing,Fem
1711,Англии,Plur,Fem
1712,Лига мира и свободы,Plur,Masc
1713,"Ви, вату, сакелика",Plur,
1714,SIAE,,
1715,Российский Красный Крест,Sing,Masc
1716,Национальная физическая лаборатория Великобритании,Sing,Fem
1717,Американский союз защиты гражданских свобод,Sing,Masc
1718,Всероссийское общество глухих,Sing,Neut
1719,Международный совет крикета,Sing,Masc
1720,Комитет Дзялынского,Sing,
1721,Таганрогская городская публичная библиотека имени А. П.,,
1722,Чехова,Sing,Fem
1723,Chatham House,,
1724,Датское концертное общество,Sing,Neut
1725,Итальянское национальное общество,Sing,Neut
1726,Большой театр Бордо,Sing,Masc
1727,Обсерватория Монпелье,,
1728,Стокгольмский арбитраж,Sing,Masc
1729,Институт стекла,Plur,
1730,Реформатская партия,Sing,Fem
1731,Комитет исторических и научных работ,Sing,Masc
1732,Национальная ассоциация противопожарной защиты,Sing,Fem
1733,Национальная центральная библиотека Флоренции,Sing,Fem
1734,Апелляционный суд Боргартинга,Sing,Masc
1735,Социалистическая партия Уругвая,Sing,Fem
1736,Лондонское Линнеевское общество,Sing,Neut
1737,Рочестерский университет,Sing,
1738,Санфречче Хиросима,,
1739,Данзандаржа,Sing,Masc
1740,Консерватория Штерна,Sing,Fem
1741,Аутентичная радикальная либеральная партия,Sing,Fem
1742,Общество польских хирургов,Sing,Neut
1743,Центральная библиотека Макао,Sing,Fem
1744,Главное справочное бюро (Константинополь),Plur,Masc
1745,Electronic Industries Alliance,,
1746,Великий свет Севера,Sing,Masc
1747,Евангелическое суперинтендентство,Sing,Neut
1748,Аугсбургского исповедания Бургенланда,Sing,Neut
1749,НИИ синтетического каучука имени С. В.,Sing,Masc
1750,Лебедева,Sing,Fem
1751,Императорская археологическая комиссия,Sing,Fem
1752,Галицко-русское благотворительное общество,Sing,Neut
1753,Национальный медицинский исследовательский центр гематологии,Sing,Masc
1754,Виленский центральный архив древних актов,Sing,Masc
1755,Верховный кассационный суд Сербии,Sing,Masc
1756,Луганская областная универсальная научная библиотека имени М. Горького,Sing,Masc
1757,Библиотека имени А. С. Грибоедова,,
1758,Еврейский коммунистический союз молодёжи,Plur,Neut
1759,Федералистская партия,Sing,Fem
1760,Психологический институт имени Л. Г.,Plur,
1761,Щукиной,,
1762,Партия революционного коммунизма,Sing,Fem
1763,Институт горного дела имени А. А.,Plur,
1764,Скочинского,Sing,Masc
1765,Новокузнецкий государственный институт усовершенствования врачей,Plur,Fem
1766,Социалистическая рабочая партия Финляндии,Sing,Fem
1767,Ботанический институт имени В. Л. Комарова РАН,Plur,
1768,Социал-демократическая партия (Нидерланды),Sing,Fem
1769,Либеральная партия Японии (1881—1884),Sing,Fem
1770,Дальневосточный революционный комитет,Sing,Masc
1771,"Беятлы, Яхья Кемаль",Plur,Masc
1772,Матица хорватская,Sing,Fem
1773,Орден Де Моле,,
1774,Тихоокеанский научно-исследовательский рыбохозяйственный центр,Sing,Masc
1775,Саратовский театр юного зрителя имени Ю. П.,Sing,Masc
1776,Киселёва,,
1777,Общество художников Великобритании,Plur,Masc
1778,Гавайское филателистическое общество,Sing,Neut
1779,Центральное статистическое бюро Норвегии,Sing,Neut
1780,Институт ботаники АН Абхазии,Plur,
1781,Союз польских рабочих,Plur,Masc
1782,Партия единства (Венгрия),Sing,Fem
1783,Высший совет народного хозяйства РСФСР,Sing,Masc
1784,"Партия крестьян, ремесленников и бюргеров",Plur,Masc
1785,"Союз свободы, истины и мира",Sing,Fem
1786,Женская земледельческая армия (Первая мировая война),Sing,Fem
1787,Nomura Holdings,,
1788,Американская академия искусств и литературы,Sing,Fem
1789,Государственный совет Нидерландов,Sing,Masc
1790,Тбилисский академический театр имени К.,Sing,Masc
1791,Марджанишвили,,
1792,Sumitomo Trust and Banking,,
1793,Правительствующий сенат,Sing,Masc
1794,Партия народных социалистов,Sing,Fem
1795,Русское психоаналитическое общество,Sing,Neut
1796,Национальный союз композиторов Украины,Sing,Masc
1797,Социалистическая рабочая партия Америки,Sing,Fem
1798,Catholic Charities USA,,
1799,Национальная олимпийская и спортивная ассоциация Исландии,Sing,Fem
1800,Эдинбургская центральная библиотека,Sing,Fem
1801,Великий восток,Sing,Masc
1802,Нидерландов,,
1803,Таврическое магометанское духовное правление,Sing,Neut
1804,Мендельсоновский хор,Sing,Masc
1805,Орловская губернская учёная архивная комиссия,Sing,Fem
1806,Дискуссионное общество Оксфордского университета,Sing,Neut
1807,Всероссийский трудовой союз христиан-трезвенников,Sing,Fem
1808,Национальная фашистская партия,Sing,Fem
1809,Донецкая государственная областная универсальная научная библиотека имени Н. К.,Sing,Fem
1810,Крупской,,
1811,Королевский институт Великобритании,Sing,Masc
1812,Социал-демократическая партия (Фарерские острова),Sing,Fem
1813,Федерация анархистов Иберии,Plur,Neut
1814,Мариинская больница (Москва),Sing,Fem
1815,Московское юридическое общество,Sing,Neut
1816,Еврейское историко-этнографическое общество,Sing,Neut
1817,Международная федерация настольного тенниса,Sing,Fem
1818,Les Arts Décoratifs (организация),,
1819,Радикальная партия (Франция),Sing,Fem
1820,Ассирийская социалистическая партия,Sing,Fem
1821,Урания (Вена),Sing,Fem
1822,Корпус горных инженеров,Sing,Masc
1823,Астраханский драматический театр,Sing,Masc
1824,Национальная партия (ЮАР),Sing,Fem
1825,Калифорнийская академия наук,Sing,Fem
1826,Финский хоккейный союз,Sing,Masc
1827,Реологическое общество,Sing,Neut
1828,Минское общество взаимного кредита,Sing,Neut
1829,Институт Восточной Европы (Бреслау),Plur,
1830,Левая социал-демократическая партия Швеции (1921),Sing,Fem
1831,Национальная партия Австралии,Sing,Fem
1832,Словянский благотворительный комитет,Sing,Masc
1833,Общество любителей российской словесности,Sing,Neut
1834,Комитет обороны Империи,Sing,
1835,Филадельфийская фондовая биржа,Sing,Fem
1836,Кеннел-клуб,Plur,Fem
1837,Первомайский машиностроительный завод,Sing,Masc
1838,Кредитное земское общество губерний Царства,Sing,Neut
1839,Польского,Sing,Masc
1840,Польское ботаническое общество,Sing,Neut
1841,Future Farmers of America,,
1842,Санкт-Петербургский Речной яхт-клуб профсоюзов,Plur,Masc
1843,Националистическая партия (Мальта),Sing,Fem
1844,Коммунистическая партия Чехословакии,Sing,Fem
1845,Министерство экономики и климатической политики Нидерландов,Sing,Neut
1846,Коммунистическая партия Голландии — Центральный комитет,Sing,Masc
1847,Апелляционный суд Гёталанда,Sing,Masc
1848,Эвиденцбюро,,
1849,Международное музыковедческое общество,Sing,Neut
1850,Юстиц-коллегия,Sing,Masc
1851,Завод «Кризо»,Sing,Masc
1852,Международный совет регби,Sing,Masc
1853,Космос (масонская ложа),Sing,Masc
1854,Лужковское согласие,Sing,Neut
1855,Украинское научное общество,Sing,Neut
1856,Либеральная партия (Бельгия),Sing,Fem
1857,Шинн Фейн,Sing,Masc
1858,Институт сравнительной истории литературы и языков,Plur,
1859,Запада и Востока,Sing,Fem
1860,Императорское общество для содействия русскому торговому мореходству,Sing,Neut
1861,Бюро по прикладной ботанике,,
1862,Нью-Йоркская фондовая биржа,Sing,Fem
1863,Кировская областная библиотека имени А. И.,,
1864,Герцена,Sing,Fem
1865,Федерация лёгкой атлетики Греции,Sing,Fem
1866,Прогрессивная народная партия,Sing,Fem
1867,Прогрессивная гражданская партия в Лихтенштейне,Sing,Fem
1868,Мустафа Неджати,,
1869,Мариинский театр,Sing,Masc
1870,Риккардианская библиотека,Sing,Fem
1871,Еврейский комитет (1802—1806),Sing,Masc
1872,Институт эпидемиологии и инфекционных заболеваний имени Л. В. Громашевского,Plur,
1873,Татарский театр имени Галиасгара Камала,Sing,Fem
1874,Конституционно-монархический союз,Sing,Neut
1875,Юнионистская партия (Канада),Sing,Fem
1876,Кружок любителей западноевропейской литературы,Sing,Masc
1877,Американский Красный Крест,Sing,Masc
1878,Корейская коммунистическая партия,Sing,Fem
1879,Сибирский научно-исследовательский институт растениеводства и селекции,Sing,Masc
1880,Федеральная комиссия по радио,Sing,Fem
1881,Чёрно-пегие,Sing,Neut
1882,Народное читалище «Христо Ботев — 1884»,Sing,Neut
1883,Комиссия составления законов,Sing,Neut
1884,Союз писателей Сербии,Plur,Fem
1885,Норвежский Нобелевский институт,Plur,
1886,Верховный суд Японии,Sing,Masc
1887,Русское братство,Sing,Neut
1888,Гётеборгский симфонический оркестр,Sing,Masc
1889,Французское астрономическое общество,Sing,Neut
1890,Deutsche Fotothek,,
1891,Ленинский Коммунистический Союз Молодежи Республики Таджикистан,Sing,Masc
1892,Николаевская астрономическая обсерватория,Sing,Fem
1893,Консервативная народная партия (Дания),Sing,Fem
1894,Главный штаб Русской императорской армии,Sing,Masc
1895,Лондонская биржа металлов,Sing,Fem
1896,Либеральная партия Гондураса,Sing,Fem
1897,НИИ мозга АМН СССР,Sing,Fem
1898,Королевское общество древностей,Sing,Neut
1899,Партия левых социалистов-революционеров,Sing,Fem
1900,Народная партия (Греция),Sing,Fem
1901,"Бингёль, Текин",Sing,Masc
1902,Таганрогский драматический театр имени А. П.,,
1903,Чехова,Sing,Fem
1904,College Board,,
1905,Областной русский драматический театр имени,Sing,Masc
1906,Николая Погодина,Sing,Fem
1907,Токийский университет искусств,Sing,
1908,Йокогамский государственный университет,Sing,
1909,Амурский союз,Sing,Masc
1910,Влазния (баскетбольный клуб),Sing,Fem
1911,Бней Акива,,
1912,"Ырмак, Сади",,
1913,Американский институт нефти,Plur,
1914,Всероссийский научно-исследовательский институт льна,Sing,Masc
1915,Русское советское правительственное бюро,Sing,Neut
1916,Белорусская христианская демократия (1917),Sing,Fem
1917,Государственная комиссия Российской Федерации по испытанию и охране селекционных достижений,Sing,Fem
1918,Дифаи,,
1919,Российский академический молодёжный театр,Sing,Masc
1920,Международный олимпийский комитет,Sing,Masc
1921,Русский драматический театр (Якутск),Sing,Masc
1922,Общество еврейских исследований,Sing,Neut
1923,Информационно-библиотечный совет РАН,Sing,Masc
1924,Русский старческий дом,Sing,Masc
1925,Огненные кресты,Plur,Masc
1926,Железная гвардия,Sing,Fem
1927,Театр Лопе де Вега (Севилья),Sing,Fem
1928,Польская социалистическая партия — революционная фракция,Sing,Fem
1929,Либералы,Plur,Masc
1930,Лорье,,
1931,Украинская войсковая организация,Sing,Fem
1932,Государственная комиссия по запасам полезных ископаемых,Sing,Fem
1933,Федеральный научный центр пчеловодства,Sing,Masc
1934,Союз христианских социалистов,Plur,Masc
1935,Радикальные республиканцы,Plur,Fem
1936,Библиотека Митчелла,Sing,Fem
1937,Царско-народное мусульманское общество,Sing,Neut
1938,Индийский национальный конгресс,Sing,Masc
1939,Олимпийский комитет Перу,Sing,Masc
1940,"Балтаджиоглу, Исмаил Хаккы",Sing,
1941,Великолукская епархия,Sing,Fem
1942,Учительская Громада Подкарпатской Руси,Sing,Fem
1943,Еврейское историческое общество Англии,Sing,Neut
1944,КОНМЕБОЛ,Sing,Masc
1945,Meitetsu,,
1946,ASM International,,
1947,Белорусский комитет (Варшава),Sing,Masc
1948,Национальная библиотека Сербии,Sing,Fem
1949,Слуцкая епархия,Sing,Fem
1950,Грекоязычная гостиница,Sing,Fem
1951,Институт истории РАНИОН,Plur,
1952,Украинское ботаническое общество,Sing,Neut
1953,"Бильгехан, Айше Гюльсун",Sing,Masc
1954,Heidelberger Druckmaschinen,,
1955,Девятисил (группа),Sing,Masc
1956,Партия вигов (США),Sing,Fem
1957,Объединённый мир борьбы,Sing,Masc
1958,Японский Красный Крест,Sing,Masc
1959,Польское историческое общество,Sing,Neut
1960,"Ливанели, Зюльфю",Sing,
1961,Карагандинский областной русский драматический театр имени К. С.,Sing,Masc
1962,Станиславского,Sing,Masc
1963,Турецкий Красный Полумесяц,Sing,Masc
1964,Фонд исследования Палестины,Sing,Neut
1965,Гипроцветмет,Sing,
1966,"Институт педиатрии, акушерства и гинекологии",Plur,
1967,НАМН Украины,,
1968,Собрание университетских питомцев,Sing,Neut
1969,Институт орошаемого земледелия НААН,Sing,Neut
1970,Центральное объединение классовых профсоюзов,Sing,Neut
1971,AGBU,,
1972,Коммунистическая партия Канады,Sing,Fem
1973,Комитеты железных дорог,Plur,Masc
1974,Service Civil International,,
1975,Таммани-холл,Sing,Masc
1976,"Нур, Рыза",,
1977,Общество друзей Муз (Вена),Plur,Masc
1978,Александровский комитет о раненых,Sing,Masc
1979,Единение и прогресс,Sing,Neut
1980,Естественно-научный институт имени П. Ф.,Plur,
1981,Лесгафта,Sing,Fem
1982,Коммунистическая партия Белоруссии (1918—1993),Sing,Fem
1983,Australian Broadcasting,,
1984,Corporation,,
1985,Союз машиностроителей Германии,Plur,Fem
1986,Вольная философская ассоциация,Sing,Fem
1987,Всесоюзная академия сельскохозяйственных наук имени Ленина,Sing,Fem
1988,Туннель через Шпрее,,
1989,Академия Российская,Sing,Fem
1990,Монтаньяры,Plur,Masc
1991,Национальная библиотека Украины имени В. И.,,
1992,Вернадского,Sing,Masc
1993,Трудовая группа,Sing,Fem
1994,Рурская Красная армия,Sing,Fem
1995,Центральный статистический офис,Sing,Masc
1996,Польши,,
1997,Союз писателей Эстонии,Plur,Fem
1998,Профессиональная ассоциация гольфистов Великобритании и Ирландии,Sing,Fem
1999,Национальный драматический театр имени Ивана,Sing,Masc
2000,Франко,,
2001,Сибирский физико-технический институт,Plur,
2002,Центральный научно-исследовательский институт бумаги,Sing,Masc
2003,Институт изучения Каталонии,Plur,
2004,Кристианстед (национальный исторический объект),Sing,Masc
2005,Королевское садоводческое общество,Sing,Neut
2006,Орловский государственный академический театр имени И. С.,Plur,
2007,Тургенева,Sing,Fem
2008,Институт белорусской культуры,Plur,Masc
2009,Международная федерация фехтования,Sing,Fem
2010,Большие Соли (центр медицинской реабилитации),Plur,Fem
2011,Главный комитет по крестьянскому делу,Sing,Masc
2012,Энтомологическое общество Канады,Sing,Neut
2013,Академия моральных и политических наук,Sing,Fem
2014,Международная авиационная федерация,Sing,Fem
2015,Польская крестьянская партия Галиции,Sing,Fem
2016,Американское общество пионов,Sing,Neut
2017,Итальянская народная партия (1919),Sing,Fem
2018,Немецкое рабочее общество,Sing,Neut
2019,Петербургская шпалерная мануфактура,Sing,Fem
2020,"Инёню, Исмет",Sing,
2021,Королевское общество Таиланда,Sing,Neut
2022,"Тандоган, Невзат",Plur,
2023,Вологодский городской ломбард,Sing,Masc
2024,Шведская королевская академия словесности,Sing,Fem
2025,Казанский отдел Русского собрания,Sing,Masc
2026,Фричи (кружок),Sing,
2027,Московский Художественный театр,Sing,Masc
2028,Второе отделение,Sing,Neut
2029,Грозгипронефтехим,Plur,
2030,Общество для пособия нуждающимся студентам,Plur,
2031,Румынская коммунистическая партия,Sing,Fem
2032,Шведская национал-социалистическая рабоче-крестьянская партия,Sing,Fem
2033,Памир (литературная группа),Sing,Masc
2034,Францисканцы,Plur,Masc
2035,Хинду Махасабха,,
2036,Ридна хата,Sing,Fem
2037,Федерация бокса Франции,,
2038,Общество объединённых ирландцев,Plur,Masc
2039,Библиотека Конгресса,Sing,Fem
2040,Кливлендская клиника,Sing,Fem
2041,Национальный архив Финляндии,Sing,Masc
2042,Кхана Ратсадон,Sing,Fem
2043,Институт физики,Plur,
2044,Земли имени О. Ю.,Plur,
2045,Шмидта РАН,Sing,Fem
2046,Польское языковедческое общество,Sing,Neut
2047,Городская клиническая больница № 1 (Тольятти),Sing,Fem
2048,Народный союз (Нигерия),Sing,Masc
2049,Министерство экономики и финансов Ирана,Plur,Masc
2050,Общество истории и древностей Остзейских губерний,Sing,Fem
2051,Американское общество по предотвращению жестокого обращения с животными,Sing,Neut
2052,Пикатинни Арсенал,,
2053,Общество церковных старост и приходских попечителей города,Sing,Neut
2054,Казани,Plur,Fem
2055,Одесский научно-исследовательский институт судебных экспертиз,Plur,
2056,Статистическое управление Швеции,Sing,Neut
2057,Общество по распространению грамотности среди грузин,Sing,Neut
2058,Апелляционный суд Фростатинга,Sing,Masc
2059,Национальный консультативный комитет по воздухоплаванию,Sing,Masc
2060,Русское зерно,Sing,Neut
2061,Шведская народная партия,Sing,Fem
2062,Киотоская и Западно-Японская епархия,Sing,Fem
2063,Фонд Чарльза Стюарта Мотта,Sing,Masc
2064,Либеральная партия Канады,Sing,Fem
2065,Чешский филармонический оркестр,Sing,Masc
2066,Доминиканская академия языка,Sing,Fem
2067,Национальная библиотека Ливана,Sing,Fem
2068,Театр имени Е. Б. Вахтангова,,
2069,Верховный Суд Таджикистана,Sing,Masc
2070,Коммунистическая партия Германии,Sing,Fem
2071,Синий крест (фонд защиты животных),Sing,Masc
2072,JEOL,,
2073,Российская социалистическая рабочая партия интернационалистов,Sing,Fem
2074,Государственный институт научной педагогики,Sing,Masc
2075,Американское философское общество,Sing,Neut
2076,Великий восток,Sing,Masc
2077,Польши,,
2078,Объединённое общество распространения Евангелия,Sing,Neut
2079,Оменетмен,,
2080,Общество Филалетов,Sing,Neut
2081,Национальная лига против вакцинации,Sing,Fem
2082,"Мелен, Феррит",Sing,Masc
2083,Товарищество украинских прогрессистов,Sing,Neut
2084,Венстре (Дания),Sing,Fem
2085,Институт физической химии имени Л. В.,Plur,Fem
2086,Писаржевского,Sing,Masc
2087,Фонд Рокфеллера,Sing,Masc
2088,Королевское общество защиты птиц,Sing,Neut
2089,Абхазский институт гуманитарных исследований,Plur,
2090,Институт физики,Plur,
2091,Государственный геологический институт,Plur,
2092,Институт археологии и искусствознания,Plur,
2093,"Орбай, Рауф",,
2094,Немецко-еврейский союз общин,,
2095,ОВРА,,
2096,Центральная ревизионная комиссия КПСС,Sing,Fem
2097,Интерпол,,
2098,Общество любителей истории и памятников Кракова,Plur,Fem
2099,Психиатрический стационар имени В. А.,Sing,Masc
2100,Гиляровского,Sing,Masc
2101,Иверская община сестёр милосердия,Sing,Fem
2102,Итальянская либеральная партия,Sing,Fem
2103,Международная фонетическая ассоциация,Sing,Fem
2104,Российская социал-демократическая рабочая партия (большевиков),Sing,Fem
2105,Институт экспериментальной и клинической ветеринарной медицины,Sing,Fem
2106,Американское общество по сварке,Sing,Neut
2107,Геологическое общество Америки,Sing,Neut
2108,Институт физики Общества Макса Планка,Plur,
2109,Национальный блок (Сирия),Sing,Masc
2110,Синяя партия (Доминиканская Республика),Sing,Fem
2111,Группа,Sing,Fem
2112,Бруснева,Sing,Fem
2113,Теплоэлектропроект,,
2114,Организация Уполномоченного по филателии и бонам в СССР,,
2115,Королевская галисийская академия,Sing,Fem
2116,Чувашский левый социалистический комитет,Sing,Masc
2117,Американская ассоциация криптограмм,Sing,Fem
2118,Западный автомобильный клуб,Sing,Masc
2119,Нижегородский цирк имени Маргариты Назаровой,Sing,Masc
2120,Аврелиана (тайное общество),Sing,Fem
2121,Украинская партия национальной работы,Sing,Fem
2122,Осенний салон,Sing,Masc
2123,Санкт-Петербургский Императорский яхт-клуб,Sing,Masc
2124,Тамбовская губернская учёная архивная комиссия,Sing,Fem
2125,Городская клиническая больница № 4,,
2126,Матица сербо-лужицкая,Sing,Fem
2127,Институт археологии РАН,Plur,
2128,Дезинформбюро,Sing,Neut
2129,Либеральная партия (Гаити),Sing,Fem
2130,Национальная конфедерация труда,,
2131,Нью-Йоркская товарная биржа,Sing,Fem
2132,Батавское общество искусств и наук,Sing,Neut
2133,"Научно-исследовательский институт садоводства, виноградарства и виноделия имени академика М.",Plur,
2134,Мирзаева,Sing,Fem
2135,Научно-исследовательский физико-химический институт имени Л. Я.,Plur,
2136,Карпова,Sing,Fem
2137,НижегородгражданНИИпроект,Plur,
2138,Военно-топографическое депо,Sing,Neut
2139,Всемирная организация по охране здоровья животных,Sing,Fem
2140,"Абадан, Явуз",Sing,Masc
2141,"Назлыака, Айлин",,
2142,Всероссийский научно-исследовательский институт молочной промышленности,Sing,Masc
2143,Национальная научная библиотека Республики Северная Осетия — Алания,Sing,Fem
2144,Рязанская губернская учёная архивная комиссия,Sing,Fem
2145,Болгарская коммунистическая партия,Sing,Fem
2146,36 художников,Plur,Masc
2147,Новосибирский научно-исследовательский институт гигиены,Plur,
2148,"Гюналтай, Шемсеттин",Sing,Masc
2149,Национал-социалистический союз юристов,Plur,Masc
2150,Всеобщая украинская рада,Sing,Fem
2151,Русское бюро ЦК РСДРП,Sing,Masc
2152,Центральный комитет Балтийского флота,Sing,Masc
2153,YMCA,,
2154,Свобода и согласие,Sing,Fem
2155,Сухумский ботанический сад,Sing,Masc
2156,Антиреволюционная партия,Sing,Fem
2157,Государственный совет Греции,Sing,Masc
2158,Пневматический институт,Plur,
2159,Общество соединённых славян,Sing,Masc
2160,Фианна Файл,,
2161,Гностическая церковь Франции,Sing,Fem
2162,"Тарджан, Селим",Sing,Masc
2163,Японская академия искусств,Sing,Fem
2164,Польское общество микробиологов,Sing,Neut
2165,Прогрессивная партия Канады,Sing,Fem
2166,Британская школа в Афинах,Plur,Masc
2167,Польское математическое общество,Sing,Neut
2168,Пролетариат (партия),Plur,
2169,Лига против хлебных законов,Sing,Fem
2170,Академический русский театр имени Е.,Sing,Masc
2171,Вахтангова,Sing,Fem
2172,Ильинецкий сахарный завод,Sing,Masc
2173,Шотландский конгресс профсоюзов,Sing,Masc
2174,Уездная полицейская стража,Sing,Masc
2175,Радикально-социалистическая республиканская партия,Sing,Fem
2176,Елгавский театр,Sing,Masc
2177,Имперская фашистская лига,Sing,Fem
2178,Приют Господа нашего Иисуса Христа в память отрока Василия,Plur,
2179,Голубой крест (всероссийское общество),Sing,Masc
2180,Рыльское викариатство,Sing,Neut
2181,Международная федерация конного спорта,Sing,Fem
2182,Русское астрономическое общество,Sing,Neut
2183,Коммунистическая партия Палестины,Sing,Fem
2184,Центральный белорусский военный совет,Sing,Masc
2185,"Яблоков, Алексей Владимирович",Sing,Masc
2186,Юрская федерация,Sing,Fem
2187,Всероссийская федерация парусного спорта,Sing,Fem
2188,Императорское российское общество садоводства,Sing,Neut
2189,Парижское Линнеевское общество,Sing,Neut
2190,Skolta Esperanto Ligo,,
2191,Национальный исследовательский центр эпидемиологии и микробиологии имени Н. Ф.,Sing,Masc
2192,Гамалеи,Plur,Masc
2193,Народная женская партия,Sing,Fem
2194,"Мендерес, Аднан",Sing,Masc
2195,Республиканская партия (США),Sing,Fem
2196,Республиканский союз (Колумбия),Sing,Masc
2197,Министерство сельского хозяйства Швеции,Sing,Neut
2198,Американская кардиологическая ассоциация,Sing,Fem
2199,Институт физиологии имени И. П.,Plur,
2200,Павлова РАН,Sing,Masc
2201,Nippo,,
2202,"Байкал, Дениз",,
2203,Публичная библиотека Сиэтла,Sing,Fem
2204,Белорусская крестьянско-рабочая грамада,Sing,Fem
2205,Благовещенский монастырь (Стерлитамак),Sing,Masc
2206,"Индже, Мухаррем",,
2207,"Сойсал, Мюмтаз",Sing,Masc
2208,Иезуаты блаженного Иеронима,Plur,Masc
2209,Федерация спортивного туризма России,Sing,Masc
2210,Фондовая биржа Афин,Sing,Fem
2211,"Устюнель, Бесим",Sing,Masc
2212,Полиция Кении,Sing,Fem
2213,Антиимпериалистическая лига Америк,Sing,Fem
2214,Союз Грютли,Plur,Fem
2215,Всеобщий германский рабочий союз,,
2216,Международная шахматная федерация,Sing,Fem
2217,Российская социал-демократическая рабочая партия,Sing,Fem
2218,Болгарский тайный центральный революционный комитет,Sing,Masc
2219,Шведская академия,Sing,Fem
2220,НИИ астрономии Харьковского национального университета,Plur,
2221,Итальянский математический союз,Sing,Masc
2222,Регбийный союз Англии,Sing,Masc
2223,Русское техническое общество,Sing,Neut
2224,Рижская фондовая биржа,Sing,Fem
2225,Уральское общество любителей естествознания,Sing,Neut
2226,Технологический институт Киото,Sing,Masc
2227,Русское библиологическое общество,Sing,Neut
2228,Культур-Лига,Sing,Fem
2229,Кавказский комитет,Sing,Masc
2230,Революционная украинская партия,Sing,Fem
2231,"Американское общество композиторов, авторов и издателей",Sing,Neut
2232,"Акалын, Бесим Омер",Sing,Masc
2233,Международная федерация журналистов,Sing,Fem
2234,Коммунистическая академия,Sing,Fem
2235,Дом песни,,
2236,Национальная библиотека Республики Саха (Якутия),Sing,Fem
2237,"Майер, Луис Барт",Sing,Masc
2238,Партия независимости (Исландия),Sing,Fem
2239,Государственный совет (Франция),Sing,Masc
2240,Лига левых писателей Китая,Sing,Fem
2241,Генеральные конференции по мерам и весам,Plur,Fem
2242,Британское психологическое общество,Sing,Neut
2243,Touring Club Italiano,,
2244,Американское бюро судоходства,Sing,Neut
2245,Лондонский зоопарк,Sing,Masc
2246,Демократическая партия (Португалия),Sing,Fem
2247,Международная федерация инженеров-консультантов,Sing,Fem
2248,Вольное общество любителей российской словесности,Sing,Neut
2249,Конъюнктурный институт при Наркомате финансов Союза ССР,Sing,Masc
2250,Нагойская фондовая биржа,Sing,Fem
2251,Московский научно-исследовательский институт радиосвязи,Sing,Masc
2252,Бат (регбийный клуб),Sing,Masc
2253,Всероссийский НИИ животноводства имени Л. К.,Plur,
2254,Эрнста,,
2255,"Постоянная комиссия при Академии наук для пособия нуждающимся учёным, литераторам и публицистам",Plur,
2256,"Кая, Шюкрю",Sing,
2257,Демократическая партия (США),Sing,Fem
2258,Иоанновский монастырь (Санкт-Петербург),Sing,Masc
2259,Библиотека Куинса,Sing,Fem
2260,Консервативная партия (Норвегия),Sing,Fem
2261,Национальная библиотека Аргентины,Sing,Fem
2262,Самаркандский областной театр музыки и драмы имени Хамида Алимджана,Sing,Masc
2263,Украинское орнитологическое общество имени К.Ф.,Sing,Neut
2264,Кесслера,Sing,Masc
2265,Библиотека Гумберга,Sing,Fem
2266,Датский королевский балет,Sing,Masc
2267,Донецкий академический областной драматический театр,Sing,Masc
2268,Российский театр драмы имени Ф.,Sing,Masc
2269,Волкова,Sing,
2270,Государственный архив Западно-Казахстанской области,Sing,Masc
2271,Международная федерация экспедиторских ассоциаций,Sing,Fem
2272,Национальная библиотека Молдовы,Sing,Fem
2273,Национальная партия (Гаити),Sing,Fem
2274,Мировой энергетический совет,Sing,Masc
2275,Международная комиссия по зоологической номенклатуре,Sing,Fem
2276,Торуньское научное общество,Sing,Neut
2277,Союз театральных деятелей Азербайджана,Plur,Fem
2278,Библиотека имени Ивана Вазова,Sing,Fem
2279,Великое национальное собрание Турции,Sing,Neut
2280,Звено (военизированная организация),Sing,Neut
2281,Американское энтомологическое общество,Sing,Neut
2282,Американский клуб собаководства,Sing,Masc
2283,Университет Тэнри,Sing,
2284,"Чирай, Айтун",,
2285,ДОСААФ России,Sing,Fem
2286,Би-би-си,Plur,Masc
2287,Московское хирургическое общество,Sing,Neut
2288,Монреальская и Канадская епархия,Sing,Fem
2289,Британская олимпийская ассоциация,Sing,Fem
2290,Чикагская торговая палата,Sing,Fem
2291,Нежинский народный театр,Sing,Masc
2292,Библиотека Сарагосского университета,Sing,Fem
2293,Немецкое химическое общество,Sing,Neut
2294,Авессалом к трём крапивам,Sing,Masc
2295,Перуанская академия языка,Sing,Fem
2296,Хорватское общество лесного хозяйства,Sing,Neut
2297,Театр Риволи,,
2298,Senaatti-kiinteistöt,,
2299,Корпус Фризо-Керуския,Sing,Masc
2300,Археологическое управление Индии,Sing,Neut
2301,Казахский научно-исследовательский кожно-венерологический институт,Sing,Masc
2302,"Умай, Мехмет Фуат",,
2303,Национальная коалиция,Sing,Fem
2304,Напредняки,,
2305,Международный географический союз,Sing,Masc
2306,Хельсинкский филармонический оркестр,Sing,Masc
2307,Ассоциация кинокомпаний,Sing,Fem
2308,Ха-маханот ха-олим,Plur,
2309,Международная ассоциация сантехников и механиков,Sing,Fem
2310,Псковское археологическое общество,Sing,Neut
2311,Олимпийский комитет Новой Зеландии,Sing,Masc
2312,Донской гражданский совет,Sing,Masc
2313,Аргонавты (литературная группа),Plur,Masc
2314,Великая коллегия шотландского устава,Sing,Fem
2315,Национальная библиотека медицины США,Sing,Fem
